time,best_bid,best_ask,0.0001,0.001,0.01,uni_px_0.0001,uni_px_0.001,uni_px_0.01,edge_binance→uni,edge_uni→binance
2025-07-29 15:05:40,3854.75,3854.76,,,,,,,,
2025-07-29 15:05:40,3854.89,3854.9,,,,,,,,
2025-07-29 15:05:41,3854.96,3854.97,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.13000000000011,19.120000000000346
2025-07-29 15:05:42,3855.08,3855.09,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.250000000000455,19.240000000000236
2025-07-29 15:05:43,3855.08,3855.09,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.250000000000455,19.240000000000236
2025-07-29 15:05:44,3855.08,3855.09,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.250000000000455,19.240000000000236
2025-07-29 15:05:45,3855.17,3855.18,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.340000000000146,19.330000000000382
2025-07-29 15:05:46,3855.18,3855.19,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.350000000000364,19.340000000000146
2025-07-29 15:05:47,3855.18,3855.19,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-19.350000000000364,19.340000000000146
2025-07-29 15:05:48,3854.34,3854.35,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-18.51000000000022,18.500000000000455
2025-07-29 15:05:49,3854.2,3854.21,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-18.370000000000346,18.360000000000127
2025-07-29 15:05:50,3854.12,3854.13,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-18.29000000000042,18.2800000000002
2025-07-29 15:05:51,3854.0,3854.01,,,,,,,,
2025-07-29 15:05:52,3853.8,3853.81,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-17.970000000000255,17.96000000000049
2025-07-29 15:05:53,3853.78,3853.79,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-17.950000000000273,17.94000000000051
2025-07-29 15:05:54,3853.2,3853.21,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-17.370000000000346,17.360000000000127
2025-07-29 15:05:55,3852.3,3852.31,,,,,,,,
2025-07-29 15:05:56,3852.48,3852.49,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-16.65000000000009,16.640000000000327
2025-07-29 15:05:57,3852.48,3852.49,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-16.65000000000009,16.640000000000327
2025-07-29 15:05:58,3852.48,3852.49,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-16.65000000000009,16.640000000000327
2025-07-29 15:05:59,3852.48,3852.49,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-16.65000000000009,16.640000000000327
2025-07-29 15:06:00,3852.48,3852.49,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-16.65000000000009,16.640000000000327
2025-07-29 15:06:01,3851.89,3851.9,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-16.0600000000004,16.050000000000182
2025-07-29 15:06:02,3850.7,3850.71,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.870000000000346,14.860000000000127
2025-07-29 15:06:03,3850.56,3850.57,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.730000000000473,14.720000000000255
2025-07-29 15:06:04,3850.41,3850.42,,,,,,,,
2025-07-29 15:06:05,3850.58,3850.59,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.750000000000455,14.740000000000236
2025-07-29 15:06:06,3850.4,3850.41,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.570000000000164,14.5600000000004
2025-07-29 15:06:07,3850.3,3850.31,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.470000000000255,14.460000000000491
2025-07-29 15:06:08,3850.2,3850.21,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.370000000000346,14.360000000000127
2025-07-29 15:06:09,3850.1,3850.11,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.270000000000437,14.260000000000218
2025-07-29 15:06:10,3850.05,3850.06,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.220000000000255,14.210000000000491
2025-07-29 15:06:11,3850.0,3850.01,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.170000000000528,14.16000000000031
2025-07-29 15:06:12,3850.0,3850.01,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.170000000000528,14.16000000000031
2025-07-29 15:06:13,3849.7,3849.71,,,,,,,,
2025-07-29 15:06:14,3849.88,3849.89,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.050000000000182,14.040000000000418
2025-07-29 15:06:15,3849.61,3849.62,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-13.7800000000002,13.770000000000437
2025-07-29 15:06:16,3849.54,3849.55,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-13.710000000000491,13.700000000000273
2025-07-29 15:06:17,3849.98,3849.99,0.383584,3.834008,38.157222,3835.8399999999997,3834.008,3815.7221999999997,-14.150000000000091,14.140000000000327
2025-07-29 15:06:18,3849.98,3849.99,0.383584,3.833987,38.157019,3835.8399999999997,3833.987,3815.7018999999996,-14.150000000000091,14.140000000000327
2025-07-29 15:06:19,3849.98,3849.99,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-14.170000000000073,14.16000000000031
2025-07-29 15:06:20,3849.98,3849.99,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-14.170000000000073,14.16000000000031
2025-07-29 15:06:21,3849.98,3849.99,,,,,,,,
2025-07-29 15:06:22,3849.9,3849.91,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-14.090000000000146,14.080000000000382
2025-07-29 15:06:23,3849.9,3849.91,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-14.090000000000146,14.080000000000382
2025-07-29 15:06:24,3849.9,3849.91,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-14.090000000000146,14.080000000000382
2025-07-29 15:06:25,3849.6,3849.61,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-13.790000000000418,13.7800000000002
2025-07-29 15:06:26,3849.6,3849.61,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-13.790000000000418,13.7800000000002
2025-07-29 15:06:27,3848.96,3848.97,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-13.150000000000091,13.140000000000327
2025-07-29 15:06:28,3848.97,3848.98,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-13.16000000000031,13.150000000000091
2025-07-29 15:06:29,3848.67,3848.68,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-12.860000000000127,12.850000000000364
2025-07-29 15:06:30,3848.26,3848.27,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-12.450000000000273,12.44000000000051
2025-07-29 15:06:31,3848.11,3848.12,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-12.300000000000182,12.290000000000418
2025-07-29 15:06:32,3848.07,3848.08,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-12.260000000000218,12.250000000000455
2025-07-29 15:06:33,3847.8,3847.81,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-11.990000000000236,11.980000000000473
2025-07-29 15:06:34,3847.8,3847.81,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-11.990000000000236,11.980000000000473
2025-07-29 15:06:35,3847.8,3847.81,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-11.990000000000236,11.980000000000473
2025-07-29 15:06:36,3847.27,3847.28,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-11.460000000000491,11.450000000000273
2025-07-29 15:06:37,3845.59,3845.6,,,,,,,,
2025-07-29 15:06:38,3846.79,3846.8,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-10.980000000000473,10.970000000000255
2025-07-29 15:06:39,3846.79,3846.8,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-10.980000000000473,10.970000000000255
2025-07-29 15:06:40,3845.8,3845.81,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.990000000000236,9.980000000000473
2025-07-29 15:06:41,3846.88,3846.89,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-11.070000000000164,11.0600000000004
2025-07-29 15:06:42,3846.36,3846.37,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-10.550000000000182,10.540000000000418
2025-07-29 15:06:43,3846.0,3846.01,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-10.19000000000051,10.180000000000291
2025-07-29 15:06:44,3845.69,3845.7,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.88000000000011,9.870000000000346
2025-07-29 15:06:45,3845.61,3845.62,,,,,,,,
2025-07-29 15:06:46,3845.01,3845.02,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.200000000000273,9.19000000000051
2025-07-29 15:06:47,3845.17,3845.18,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.360000000000127,9.350000000000364
2025-07-29 15:06:48,3845.21,3845.22,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.400000000000091,9.390000000000327
2025-07-29 15:06:49,3844.64,3844.65,,,,,,,,
2025-07-29 15:06:51,3844.64,3844.65,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.830000000000382,8.820000000000164
2025-07-29 15:06:51,3844.3,3844.31,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.490000000000236,8.480000000000473
2025-07-29 15:06:52,3844.54,3844.55,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.730000000000473,8.720000000000255
2025-07-29 15:06:53,3844.54,3844.55,,,,,,,,
2025-07-29 15:06:54,3843.86,3843.87,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.050000000000182,8.040000000000418
2025-07-29 15:06:55,3843.98,3843.99,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.170000000000073,8.16000000000031
2025-07-29 15:06:56,3844.09,3844.1,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.2800000000002,8.270000000000437
2025-07-29 15:06:57,3843.91,3843.92,,,,,,,,
2025-07-29 15:06:58,3843.52,3843.53,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-7.710000000000491,7.700000000000273
2025-07-29 15:06:59,3842.7,3842.71,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-6.890000000000327,6.880000000000109
2025-07-29 15:07:00,3843.31,3843.32,,,,,,,,
2025-07-29 15:07:02,3842.67,3842.68,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-6.860000000000127,6.850000000000364
2025-07-29 15:07:02,3842.88,3842.89,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-7.070000000000164,7.0600000000004
2025-07-29 15:07:03,3842.98,3842.99,,,,,,,,
2025-07-29 15:07:04,3843.18,3843.19,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-7.370000000000346,7.360000000000127
2025-07-29 15:07:06,3843.79,3843.8,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-7.980000000000473,7.970000000000255
2025-07-29 15:07:06,3843.98,3843.99,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.170000000000073,8.16000000000031
2025-07-29 15:07:08,3844.53,3844.54,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.720000000000255,8.710000000000491
2025-07-29 15:07:09,3845.48,3845.49,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.670000000000073,9.66000000000031
2025-07-29 15:07:09,3845.48,3845.49,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.670000000000073,9.66000000000031
2025-07-29 15:07:10,3845.48,3845.49,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.670000000000073,9.66000000000031
2025-07-29 15:07:11,3845.48,3845.49,,,,,,,,
2025-07-29 15:07:12,3845.48,3845.49,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.670000000000073,9.66000000000031
2025-07-29 15:07:13,3845.03,3845.04,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-9.220000000000255,9.210000000000491
2025-07-29 15:07:14,3844.41,3844.42,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.600000000000364,8.590000000000146
2025-07-29 15:07:15,3844.08,3844.09,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.270000000000437,8.260000000000218
2025-07-29 15:07:16,3843.92,3843.93,,,,,,,,
2025-07-29 15:07:17,3843.92,3843.93,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.110000000000127,8.100000000000364
2025-07-29 15:07:18,3843.92,3843.93,0.383582,3.833987,38.157019,3835.8199999999997,3833.987,3815.7018999999996,-8.110000000000127,8.100000000000364
2025-07-29 15:07:19,3843.7,3843.71,0.383582,3.833956,38.156707,3835.8199999999997,3833.956,3815.6706999999997,-7.890000000000327,7.880000000000109
2025-07-29 15:07:20,3843.7,3843.71,,,,,,,,
2025-07-29 15:07:21,3843.77,3843.78,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-7.9900000000002365,7.980000000000018
2025-07-29 15:07:22,3843.88,3843.89,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.099999999999909,8.090000000000146
2025-07-29 15:07:23,3844.27,3844.28,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.490000000000236,8.480000000000018
2025-07-29 15:07:24,3844.37,3844.38,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.590000000000146,8.579999999999927
2025-07-29 15:07:25,3844.11,3844.12,,,,,,,,
2025-07-29 15:07:26,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:27,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:28,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:29,3843.9,3843.91,,,,,,,,
2025-07-29 15:07:30,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:31,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:32,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:33,3843.9,3843.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.11999999999989,8.110000000000127
2025-07-29 15:07:34,3844.29,3844.3,,,,,,,,
2025-07-29 15:07:35,3844.88,3844.89,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.099999999999909,9.090000000000146
2025-07-29 15:07:36,3845.88,3845.89,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.099999999999909,10.090000000000146
2025-07-29 15:07:37,3846.08,3846.09,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.300000000000182,10.289999999999964
2025-07-29 15:07:38,3846.35,3846.36,,,,,,,,
2025-07-29 15:07:39,3846.21,3846.22,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.429999999999836,10.420000000000073
2025-07-29 15:07:40,3845.5,3845.51,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.720000000000255,9.710000000000036
2025-07-29 15:07:41,3845.98,3845.99,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.199999999999818,10.190000000000055
2025-07-29 15:07:42,3845.62,3845.63,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.840000000000146,9.829999999999927
2025-07-29 15:07:43,3845.62,3845.63,,,,,,,,
2025-07-29 15:07:44,3845.79,3845.8,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.010000000000218,10.0
2025-07-29 15:07:45,3845.72,3845.73,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.940000000000055,9.929999999999836
2025-07-29 15:07:46,3845.88,3845.89,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.099999999999909,10.090000000000146
2025-07-29 15:07:47,3845.5,3845.51,,,,,,,,
2025-07-29 15:07:48,3845.5,3845.51,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.720000000000255,9.710000000000036
2025-07-29 15:07:49,3845.78,3845.79,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.0,9.990000000000236
2025-07-29 15:07:50,3845.78,3845.79,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-10.0,9.990000000000236
2025-07-29 15:07:51,3845.53,3845.54,,,,,,,,
2025-07-29 15:07:53,3845.0,3845.01,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.220000000000255,9.210000000000036
2025-07-29 15:07:53,3844.91,3844.92,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.13000000000011,9.11999999999989
2025-07-29 15:07:54,3844.91,3844.92,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.13000000000011,9.11999999999989
2025-07-29 15:07:55,3844.91,3844.92,,,,,,,,
2025-07-29 15:07:56,3844.9,3844.91,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.11999999999989,9.110000000000127
2025-07-29 15:07:57,3844.81,3844.82,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.0300000000002,9.019999999999982
2025-07-29 15:07:58,3844.7,3844.71,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.920000000000073,8.909999999999854
2025-07-29 15:07:59,3844.05,3844.06,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.269999999999982,8.260000000000218
2025-07-29 15:08:00,3844.07,3844.08,,,,,,,,
2025-07-29 15:08:01,3843.58,3843.59,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-7.800000000000182,7.789999999999964
2025-07-29 15:08:02,3843.79,3843.8,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.010000000000218,8.0
2025-07-29 15:08:03,3844.29,3844.3,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.510000000000218,8.5
2025-07-29 15:08:04,3844.89,3844.9,,,,,,,,
2025-07-29 15:08:05,3845.09,3845.1,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.309999999999945,9.300000000000182
2025-07-29 15:08:06,3845.18,3845.19,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.400000000000091,9.389999999999873
2025-07-29 15:08:07,3845.08,3845.09,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-9.300000000000182,9.289999999999964
2025-07-29 15:08:08,3844.62,3844.63,,,,,,,,
2025-07-29 15:08:09,3844.21,3844.22,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.429999999999836,8.420000000000073
2025-07-29 15:08:10,3844.13,3844.14,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.349999999999909,8.340000000000146
2025-07-29 15:08:11,3843.91,3843.92,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.13000000000011,8.11999999999989
2025-07-29 15:08:12,3843.91,3843.92,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.13000000000011,8.11999999999989
2025-07-29 15:08:13,3844.07,3844.08,,,,,,,,
2025-07-29 15:08:14,3844.07,3844.08,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.289999999999964,8.2800000000002
2025-07-29 15:08:15,3844.07,3844.08,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.289999999999964,8.2800000000002
2025-07-29 15:08:16,3844.25,3844.26,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.470000000000255,8.460000000000036
2025-07-29 15:08:17,3844.38,3844.39,0.383579,3.833956,38.156707,3835.79,3833.956,3815.6706999999997,-8.599999999999909,8.590000000000146
